id;destination;passanger;weather;temperature;time;coupon;expiration;gender;age;maritalStatus;has_children;education;occupation;income;Bar;CoffeeHouse;CarryAway;RestaurantLessThan20;Restaurant20To50;toCoupon_GEQ5min;toCoupon_GEQ15min;toCoupon_GEQ25min;direction_same;direction_opp;Y
3131;Work;Alone;Snowy;30;7AM;Coffee House;1d;Female;31;Single;0;Associates degree;Arts Design Entertainment Sports & Media;$75000 - $87499;;less1;gt8;1~3;less1;1;0;0;1;0;1
3132;Home;Alone;Sunny;55;6PM;Bar;1d;Male;21;Single;0;Bachelors degree;Student;$100000 or More;4~8;gt8;4~8;gt8;1~3;1;0;0;1;0;1
3133;No Urgent Place;Friend(s);Sunny;55;2PM;Carry out & Take away;1d;Male;36;Unmarried partner;0;Bachelors degree;Education&Training&Library;$25000 - $37499;less1;never;4~8;gt8;less1;1;1;0;0;1;1
3134;Home;Alone;Sunny;80;6PM;Coffee House;1d;Female;26;Single;1;Some college - no degree;Office & Administrative Support;$37500 - $49999;1~3;never;1~3;1~3;1~3;1;0;0;1;0;0
3135;No Urgent Place;Friend(s);Sunny;80;2PM;Restaurant(20-50);2h;Male;46;Married partner;1;Graduate degree (Masters or Doctorate);Management;$87500 - $99999;less1;1~3;1~3;less1;1~3;1;1;0;0;1;1
3136;No Urgent Place;Friend(s);Sunny;80;10PM;Bar;1d;Female;below21;Unmarried partner;1;Some college - no degree;Education&Training&Library;$37500 - $49999;never;gt8;gt8;gt8;less1;1;1;0;0;1;0
3137;Work;Alone;Snowy;30;7AM;Coffee House;1d;Male;21;Single;0;Some college - no degree;Sales & Related;$37500 - $49999;1~3;gt8;4~8;1~3;less1;1;0;0;1;0;1
3138;Home;Alone;Sunny;30;6PM;Carry out & Take away;1d;Male;50plus;Married partner;0;Graduate degree (Masters or Doctorate);Retired;$50000 - $62499;less1;less1;less1;less1;less1;1;0;0;0;1;1
3139;Work;Alone;Rainy;55;7AM;Bar;1d;Female;41;Single;1;Bachelors degree;Healthcare Support;$75000 - $87499;less1;less1;1~3;1~3;less1;1;1;1;0;1;1
3140;Work;Alone;Rainy;55;7AM;Restaurant(<20);2h;Male;21;Single;0;Some college - no degree;Computer & Mathematical;Less than $12500;never;4~8;4~8;4~8;never;1;0;0;1;0;0
3141;Work;Alone;Snowy;30;7AM;Restaurant(<20);2h;Female;26;Single;0;Bachelors degree;Office & Administrative Support;$87500 - $99999;gt8;less1;1~3;1~3;1~3;1;1;1;0;1;0
3142;No Urgent Place;Alone;Sunny;80;10PM;Restaurant(<20);1d;Female;31;Unmarried partner;0;Graduate degree (Masters or Doctorate);Student;$25000 - $37499;1~3;less1;1~3;1~3;less1;1;0;0;0;1;1
3143;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Female;41;Married partner;1;Bachelors degree;Business & Financial;$100000 or More;1~3;less1;less1;1~3;1~3;1;0;0;0;1;1
3144;Work;Alone;Sunny;80;7AM;Coffee House;1d;Male;below21;Single;0;Some college - no degree;Student;$37500 - $49999;never;never;never;less1;less1;1;0;0;1;0;1
3145;Home;Alone;Sunny;80;6PM;Restaurant(20-50);1d;Male;26;Single;0;High School Graduate;Unemployed;$37500 - $49999;gt8;gt8;gt8;gt8;gt8;1;0;0;1;0;1
3146;Home;Alone;Sunny;80;6PM;Carry out & Take away;1d;Female;31;Divorced;1;Some college - no degree;Food Preparation & Serving Related;$12500 - $24999;less1;less1;4~8;gt8;gt8;1;0;0;0;1;1
3147;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Male;36;Married partner;1;Some college - no degree;Management;$75000 - $87499;1~3;1~3;1~3;4~8;less1;1;1;0;0;1;0
3148;No Urgent Place;Partner;Sunny;80;6PM;Restaurant(<20);2h;Female;50plus;Married partner;1;Associates degree;Legal;$100000 or More;less1;never;gt8;4~8;1~3;1;0;0;0;1;1
3149;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Male;36;Married partner;0;Bachelors degree;Arts Design Entertainment Sports & Media;$100000 or More;less1;1~3;4~8;1~3;1~3;1;1;1;0;1;0
3150;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Male;50plus;Married partner;1;Some college - no degree;Computer & Mathematical;$37500 - $49999;1~3;less1;4~8;1~3;1~3;1;1;0;0;1;0
3151;No Urgent Place;Partner;Sunny;80;6PM;Restaurant(<20);1d;Female;31;Unmarried partner;0;Some High School;Computer & Mathematical;$12500 - $24999;1~3;1~3;4~8;1~3;less1;1;0;0;0;1;1
3152;Work;Alone;Sunny;80;7AM;Coffee House;2h;Male;21;Unmarried partner;0;Bachelors degree;Education&Training&Library;$12500 - $24999;1~3;4~8;4~8;4~8;never;1;1;0;1;0;1
3153;No Urgent Place;Friend(s);Sunny;80;10AM;Carry out & Take away;2h;Female;36;Divorced;1;Graduate degree (Masters or Doctorate);Student;$12500 - $24999;never;gt8;gt8;gt8;1~3;1;1;0;0;1;1
3154;Home;Alone;Sunny;80;6PM;Carry out & Take away;2h;Male;50plus;Married partner;0;Graduate degree (Masters or Doctorate);Retired;$50000 - $62499;less1;less1;less1;less1;less1;1;1;0;1;0;1
3155;Home;Alone;Sunny;80;6PM;Carry out & Take away;2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Management;$75000 - $87499;less1;1~3;4~8;1~3;never;1;1;0;1;0;1
3156;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;2h;Female;21;Unmarried partner;0;Some college - no degree;Unemployed;$12500 - $24999;1~3;less1;1~3;1~3;less1;1;0;0;0;1;1
3157;No Urgent Place;Alone;Sunny;55;10AM;Coffee House;2h;Male;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$50000 - $62499;gt8;1~3;;4~8;less1;1;0;0;0;1;1
3158;Work;Alone;Sunny;55;7AM;Restaurant(<20);1d;Male;36;Married partner;1;Some college - no degree;Management;$75000 - $87499;1~3;1~3;1~3;4~8;less1;1;0;0;0;1;1
3159;No Urgent Place;Friend(s);Sunny;30;10PM;Coffee House;1d;Male;36;Married partner;1;Associates degree;Management;$87500 - $99999;never;;less1;less1;never;1;0;0;0;1;0
3160;No Urgent Place;Friend(s);Snowy;30;10PM;Carry out & Take away;1d;Male;36;Unmarried partner;1;Some college - no degree;Building & Grounds Cleaning & Maintenance;$25000 - $37499;1~3;less1;1~3;1~3;less1;1;1;0;0;1;1
3161;Work;Alone;Sunny;80;7AM;Coffee House;2h;Male;below21;Single;0;Some college - no degree;Student;$62500 - $74999;never;1~3;4~8;1~3;less1;1;1;0;1;0;1
3162;Home;Partner;Sunny;30;10PM;Carry out & Take away;2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Computer & Mathematical;$75000 - $87499;less1;4~8;gt8;1~3;less1;1;1;0;0;1;1
3163;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Male;21;Single;0;Bachelors degree;Sales & Related;$100000 or More;less1;4~8;1~3;4~8;1~3;1;1;0;0;1;0
3164;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;50plus;Unmarried partner;1;Some college - no degree;Management;$37500 - $49999;never;never;4~8;1~3;less1;1;1;0;1;0;0
3165;Home;Alone;Sunny;80;6PM;Carry out & Take away;2h;Male;41;Married partner;1;Some college - no degree;Business & Financial;$100000 or More;less1;less1;1~3;1~3;less1;1;1;0;1;0;1
3166;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;41;Married partner;1;Associates degree;Unemployed;$75000 - $87499;never;less1;4~8;1~3;less1;1;0;0;0;1;0
3167;Home;Partner;Rainy;55;6PM;Carry out & Take away;1d;Female;21;Unmarried partner;0;Some college - no degree;Office & Administrative Support;$25000 - $37499;never;never;1~3;never;never;1;0;0;1;0;1
3168;Home;Alone;Snowy;30;10PM;Restaurant(<20);2h;Female;26;Married partner;1;Some college - no degree;Unemployed;$25000 - $37499;never;never;1~3;less1;never;1;1;1;0;1;0
3169;No Urgent Place;Friend(s);Sunny;30;10PM;Restaurant(<20);2h;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;0;0;0;1;0
3170;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Male;31;Married partner;0;Bachelors degree;Management;$87500 - $99999;1~3;4~8;1~3;gt8;gt8;1;1;0;0;1;1
3171;No Urgent Place;Friend(s);Sunny;80;2PM;Restaurant(<20);2h;Female;31;Single;0;Bachelors degree;Community & Social Services;$50000 - $62499;4~8;1~3;1~3;1~3;less1;1;1;0;0;1;1
3172;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Male;21;Single;0;Associates degree;Computer & Mathematical;$37500 - $49999;never;less1;1~3;less1;less1;1;1;0;1;0;1
3173;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Female;41;Married partner;1;Bachelors degree;Education&Training&Library;$25000 - $37499;never;1~3;1~3;1~3;1~3;1;1;0;0;1;1
3174;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;26;Unmarried partner;1;Some college - no degree;Transportation & Material Moving;$12500 - $24999;1~3;4~8;1~3;4~8;less1;1;0;0;1;0;1
3175;No Urgent Place;Partner;Rainy;55;6PM;Bar;2h;Female;21;Unmarried partner;0;Some college - no degree;Office & Administrative Support;$25000 - $37499;never;never;1~3;never;never;1;1;0;0;1;1
3176;Work;Alone;Snowy;30;7AM;Coffee House;1d;Male;21;Single;0;Some college - no degree;Student;$100000 or More;less1;1~3;1~3;less1;less1;1;0;0;1;0;1
3177;No Urgent Place;Friend(s);Sunny;80;10AM;Bar;1d;Female;26;Single;0;Some college - no degree;Food Preparation & Serving Related;$25000 - $37499;1~3;1~3;1~3;1~3;less1;1;0;0;0;1;1
3178;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;36;Divorced;1;Graduate degree (Masters or Doctorate);Student;$12500 - $24999;never;gt8;gt8;gt8;1~3;1;1;0;0;1;1
3179;No Urgent Place;Alone;Sunny;80;10AM;Coffee House;2h;Female;50plus;Married partner;1;Bachelors degree;Unemployed;$87500 - $99999;never;4~8;1~3;4~8;1~3;1;1;0;0;1;0
3180;No Urgent Place;Partner;Sunny;80;10AM;Restaurant(20-50);2h;Male;41;Married partner;0;Graduate degree (Masters or Doctorate);Computer & Mathematical;$37500 - $49999;less1;less1;gt8;gt8;4~8;1;0;0;0;1;1
3181;Home;Kid(s);Sunny;80;6PM;Restaurant(20-50);2h;Female;31;Married partner;1;Associates degree;Student;$87500 - $99999;never;4~8;4~8;less1;less1;1;1;0;1;0;1
3182;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;50plus;Widowed;0;Some college - no degree;Construction & Extraction;Less than $12500;never;never;less1;1~3;less1;1;1;0;0;1;0
3183;Work;Alone;Sunny;30;7AM;Carry out & Take away;1d;Female;below21;Unmarried partner;0;High School Graduate;Student;Less than $12500;never;4~8;1~3;4~8;less1;1;1;0;0;1;0
3184;No Urgent Place;Kid(s);Sunny;80;10AM;Coffee House;1d;Female;50plus;Married partner;1;Bachelors degree;Education&Training&Library;$100000 or More;never;less1;4~8;1~3;1~3;1;0;0;0;1;1
3185;No Urgent Place;Alone;Sunny;80;10AM;Restaurant(<20);2h;Female;31;Single;0;High School Graduate;Healthcare Support;$25000 - $37499;never;1~3;1~3;1~3;less1;1;0;0;0;1;1
3186;Work;Alone;Sunny;80;7AM;Restaurant(20-50);2h;Female;below21;Single;0;Bachelors degree;Student;$12500 - $24999;gt8;1~3;less1;4~8;gt8;1;0;0;1;0;1
3187;Home;Alone;Sunny;80;6PM;Coffee House;1d;Male;41;Married partner;0;Graduate degree (Masters or Doctorate);Computer & Mathematical;$37500 - $49999;less1;less1;gt8;gt8;4~8;1;0;0;0;1;1
3188;Work;Alone;Sunny;80;7AM;Carry out & Take away;2h;Male;41;Single;0;Some college - no degree;Sales & Related;$37500 - $49999;never;never;4~8;1~3;less1;1;0;0;1;0;0
3189;Home;Alone;Sunny;80;10PM;Restaurant(20-50);1d;Male;31;Married partner;1;Some college - no degree;Farming Fishing & Forestry;$37500 - $49999;less1;less1;less1;1~3;less1;1;1;0;0;1;0
3190;Home;Alone;Sunny;80;10PM;Carry out & Take away;1d;Male;31;Single;0;High School Graduate;Production Occupations;$25000 - $37499;1~3;never;4~8;1~3;less1;1;0;0;1;0;1
3191;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;26;Single;0;High School Graduate;Unemployed;$37500 - $49999;gt8;gt8;gt8;gt8;gt8;1;1;0;0;1;0
3192;No Urgent Place;Friend(s);Sunny;80;10PM;Coffee House;1d;Male;21;Single;1;Some college - no degree;Student;$62500 - $74999;never;never;4~8;1~3;1~3;1;1;0;0;1;1
3193;Home;Alone;Sunny;80;6PM;Restaurant(20-50);1d;Female;50plus;Married partner;1;High School Graduate;Sales & Related;$37500 - $49999;never;gt8;4~8;1~3;less1;1;0;0;1;0;0
3194;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$12500 - $24999;never;1~3;gt8;1~3;1~3;1;1;0;0;1;1
3195;Work;Alone;Sunny;80;7AM;Carry out & Take away;2h;Male;41;Married partner;0;Graduate degree (Masters or Doctorate);Management;$100000 or More;less1;4~8;gt8;gt8;1~3;1;0;0;1;0;1
3196;Work;Alone;Sunny;30;7AM;Carry out & Take away;1d;Female;below21;Unmarried partner;0;Some college - no degree;Student;$100000 or More;less1;1~3;less1;1~3;less1;1;1;0;0;1;1
3197;Work;Alone;Sunny;55;7AM;Coffee House;2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Computer & Mathematical;$75000 - $87499;less1;gt8;4~8;gt8;less1;1;1;0;0;1;0
3198;No Urgent Place;Friend(s);Sunny;30;10AM;Carry out & Take away;2h;Female;50plus;Single;1;Bachelors degree;Food Preparation & Serving Related;$12500 - $24999;never;1~3;4~8;less1;less1;1;0;0;0;1;1
3199;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Female;36;Married partner;1;Associates degree;Healthcare Practitioners & Technical;$75000 - $87499;less1;never;4~8;1~3;less1;1;0;0;0;1;0
3200;Work;Alone;Sunny;55;7AM;Coffee House;2h;Female;26;Married partner;1;Some college - no degree;Management;$25000 - $37499;less1;1~3;1~3;4~8;1~3;1;1;1;0;1;1
3201;Home;Partner;Sunny;55;10PM;Bar;1d;Male;21;Unmarried partner;0;Some college - no degree;Student;$12500 - $24999;never;less1;gt8;4~8;1~3;1;1;1;0;1;0
3202;No Urgent Place;Friend(s);Rainy;55;10PM;Restaurant(20-50);2h;Male;below21;Single;0;Some college - no degree;Student;$37500 - $49999;never;never;never;less1;less1;1;1;0;0;1;0
3203;No Urgent Place;Friend(s);Sunny;80;10PM;Coffee House;1d;Female;21;Single;0;High School Graduate;Unemployed;Less than $12500;1~3;4~8;gt8;gt8;4~8;1;1;0;0;1;1
3204;No Urgent Place;Partner;Sunny;80;2PM;Coffee House;2h;Female;41;Married partner;0;Bachelors degree;Office & Administrative Support;$62500 - $74999;4~8;1~3;4~8;gt8;less1;1;0;0;0;1;0
3205;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;46;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$37500 - $49999;never;less1;less1;less1;never;1;1;0;0;1;1
3206;No Urgent Place;Kid(s);Sunny;80;10AM;Carry out & Take away;1d;Female;41;Married partner;1;Some college - no degree;Arts Design Entertainment Sports & Media;$62500 - $74999;less1;less1;1~3;1~3;less1;1;1;0;0;1;0
3207;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;1d;Female;31;Married partner;0;Some college - no degree;Unemployed;$50000 - $62499;never;never;1~3;gt8;1~3;1;0;0;0;1;0
3208;Work;Alone;Snowy;30;7AM;Bar;1d;Female;21;Unmarried partner;0;Some college - no degree;Student;Less than $12500;1~3;1~3;4~8;1~3;less1;1;1;1;0;1;1
3209;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Female;36;Married partner;0;Bachelors degree;Computer & Mathematical;$50000 - $62499;less1;never;4~8;4~8;never;1;1;0;0;1;1
3210;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;2h;Female;36;Married partner;1;Graduate degree (Masters or Doctorate);Arts Design Entertainment Sports & Media;$50000 - $62499;4~8;gt8;4~8;4~8;1~3;1;1;0;0;1;0
3211;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;41;Single;1;Some college - no degree;Office & Administrative Support;$25000 - $37499;less1;1~3;1~3;1~3;never;1;0;0;0;1;0
3212;No Urgent Place;Friend(s);Sunny;80;10AM;Carry out & Take away;2h;Male;46;Single;0;Some college - no degree;Student;$12500 - $24999;never;4~8;1~3;1~3;never;1;1;0;0;1;1
3213;No Urgent Place;Kid(s);Sunny;80;10AM;Restaurant(<20);1d;Male;26;Married partner;1;Some college - no degree;Computer & Mathematical;$50000 - $62499;never;1~3;1~3;less1;1~3;1;1;0;0;1;1
3214;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;26;Married partner;0;Bachelors degree;Computer & Mathematical;$62500 - $74999;never;less1;less1;gt8;1~3;1;1;1;0;1;0
3215;No Urgent Place;Friend(s);Sunny;30;10PM;Carry out & Take away;1d;Male;50plus;Unmarried partner;0;High School Graduate;Retired;$50000 - $62499;less1;less1;4~8;1~3;less1;1;1;0;0;1;1
3216;Work;Alone;Sunny;80;7AM;Coffee House;1d;Male;21;Unmarried partner;0;Some college - no degree;Student;$12500 - $24999;never;less1;gt8;4~8;1~3;1;0;0;1;0;0
3217;No Urgent Place;Kid(s);Sunny;80;10AM;Carry out & Take away;2h;Female;46;Married partner;1;Some college - no degree;Sales & Related;$25000 - $37499;less1;less1;1~3;less1;never;1;1;0;0;1;1
3218;Home;Alone;Sunny;55;6PM;Bar;1d;Male;26;Single;0;Some college - no degree;Unemployed;$87500 - $99999;never;1~3;4~8;less1;never;1;0;0;1;0;0
3219;Work;Alone;Sunny;80;7AM;Restaurant(20-50);2h;Male;31;Single;0;Some college - no degree;Transportation & Material Moving;$50000 - $62499;1~3;4~8;4~8;4~8;1~3;1;0;0;1;0;1
3220;Work;Alone;Sunny;80;7AM;Coffee House;1d;Male;below21;Single;0;Some college - no degree;Student;Less than $12500;1~3;1~3;1~3;less1;less1;1;0;0;1;0;0
3221;Work;Alone;Snowy;30;7AM;Carry out & Take away;1d;Female;36;Divorced;1;Some college - no degree;Office & Administrative Support;$25000 - $37499;never;gt8;4~8;4~8;less1;1;1;0;1;0;1
3222;No Urgent Place;Friend(s);Rainy;55;10PM;Bar;2h;Male;21;Unmarried partner;0;High School Graduate;Sales & Related;$37500 - $49999;never;less1;4~8;4~8;less1;1;1;0;0;1;1
3223;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;21;Married partner;1;Some college - no degree;Sales & Related;$25000 - $37499;less1;1~3;4~8;1~3;never;1;0;0;0;1;0
3224;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;50plus;Married partner;0;Some college - no degree;Healthcare Support;$25000 - $37499;1~3;1~3;4~8;4~8;1~3;1;0;0;0;1;1
3225;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Female;41;Married partner;1;Associates degree;Unemployed;$75000 - $87499;never;less1;4~8;1~3;less1;1;1;0;0;1;0
3226;Work;Alone;Sunny;80;7AM;Restaurant(20-50);2h;Female;21;Single;0;Some college - no degree;Sales & Related;$12500 - $24999;never;1~3;4~8;1~3;never;1;1;0;0;1;0
3227;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Male;50plus;Unmarried partner;1;Some college - no degree;Installation Maintenance & Repair;$12500 - $24999;4~8;less1;1~3;1~3;less1;1;1;0;0;1;0
3228;Work;Alone;Sunny;55;7AM;Bar;1d;Female;46;Married partner;0;Some college - no degree;Arts Design Entertainment Sports & Media;$25000 - $37499;less1;4~8;1~3;1~3;less1;1;1;1;0;1;0
3229;No Urgent Place;Partner;Sunny;80;6PM;Bar;1d;Female;50plus;Unmarried partner;1;Some college - no degree;Retired;$37500 - $49999;never;1~3;less1;1~3;1~3;1;1;0;0;1;0
3230;Work;Alone;Sunny;80;7AM;Carry out & Take away;2h;Female;26;Married partner;1;Some college - no degree;Unemployed;$50000 - $62499;never;less1;1~3;1~3;never;1;0;0;1;0;0
3231;No Urgent Place;Kid(s);Sunny;80;2PM;Restaurant(20-50);1d;Male;26;Married partner;1;Bachelors degree;Computer & Mathematical;$37500 - $49999;1~3;gt8;4~8;4~8;less1;1;0;0;0;1;1
3232;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Male;21;Single;0;Associates degree;Student;$12500 - $24999;1~3;less1;1~3;less1;1~3;1;1;0;0;1;1
3233;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Female;36;Married partner;1;Some college - no degree;Computer & Mathematical;$25000 - $37499;never;never;1~3;less1;never;1;1;0;0;1;1
3234;No Urgent Place;Friend(s);Sunny;80;10AM;Carry out & Take away;2h;Female;26;Married partner;1;Some college - no degree;Unemployed;$62500 - $74999;never;less1;gt8;4~8;never;1;1;0;0;1;1
3235;No Urgent Place;Friend(s);Sunny;30;10PM;Restaurant(<20);2h;Male;50plus;Unmarried partner;1;Associates degree;Transportation & Material Moving;$50000 - $62499;never;1~3;4~8;4~8;1~3;1;0;0;0;1;0
3236;Home;Alone;Sunny;80;6PM;Restaurant(<20);2h;Female;26;Single;0;Bachelors degree;Education&Training&Library;$50000 - $62499;1~3;never;4~8;1~3;less1;1;0;0;1;0;0
3237;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;41;Married partner;0;Graduate degree (Masters or Doctorate);Computer & Mathematical;$37500 - $49999;less1;less1;gt8;gt8;4~8;1;1;1;0;1;0
3238;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;21;Single;0;Associates degree;Student;$12500 - $24999;1~3;less1;1~3;less1;1~3;1;1;1;0;1;1
3239;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Female;50plus;Unmarried partner;1;Some college - no degree;Management;$37500 - $49999;never;never;4~8;1~3;less1;1;1;1;0;1;1
3240;Home;Partner;Sunny;55;10PM;Bar;1d;Male;31;Unmarried partner;0;Bachelors degree;Sales & Related;$12500 - $24999;never;less1;1~3;1~3;never;1;1;1;0;1;0
3241;Home;Alone;Sunny;80;6PM;Bar;2h;Male;31;Single;1;Associates degree;Installation Maintenance & Repair;$37500 - $49999;1~3;4~8;1~3;1~3;less1;1;0;0;1;0;0
3242;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Female;26;Married partner;0;Bachelors degree;Healthcare Practitioners & Technical;$100000 or More;never;1~3;1~3;4~8;less1;1;1;0;0;1;1
3243;Home;Alone;Snowy;30;10PM;Carry out & Take away;1d;Female;50plus;Divorced;1;Some college - no degree;Personal Care & Service;$12500 - $24999;never;less1;1~3;1~3;less1;1;1;1;0;1;1
3244;Home;Alone;Sunny;55;6PM;Bar;2h;Female;31;Married partner;1;Associates degree;Unemployed;$37500 - $49999;never;1~3;1~3;1~3;1~3;1;1;0;1;0;0
3245;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Female;46;Single;1;Graduate degree (Masters or Doctorate);Management;$75000 - $87499;never;never;gt8;4~8;less1;1;1;0;0;1;1
3246;Work;Alone;Sunny;80;7AM;Coffee House;1d;Female;26;Unmarried partner;0;Bachelors degree;Community & Social Services;$37500 - $49999;less1;never;1~3;less1;never;1;0;0;1;0;1
3247;Work;Alone;Sunny;80;7AM;Coffee House;2h;Female;50plus;Divorced;1;Graduate degree (Masters or Doctorate);Sales & Related;$37500 - $49999;less1;1~3;4~8;1~3;less1;1;1;0;1;0;0
3248;Work;Alone;Snowy;30;7AM;Restaurant(<20);2h;Female;50plus;Married partner;1;Some college - no degree;Education&Training&Library;$50000 - $62499;less1;never;4~8;1~3;less1;1;1;1;0;1;0
3249;Work;Alone;Sunny;55;7AM;Coffee House;1d;Male;21;Single;0;Bachelors degree;Student;$37500 - $49999;less1;1~3;4~8;1~3;less1;1;1;1;0;1;1
3250;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Female;26;Single;0;Bachelors degree;Healthcare Practitioners & Technical;$37500 - $49999;1~3;1~3;gt8;gt8;gt8;1;0;0;0;1;1
3251;No Urgent Place;Friend(s);Snowy;30;10PM;Carry out & Take away;1d;Male;50plus;Unmarried partner;1;Associates degree;Transportation & Material Moving;$50000 - $62499;never;1~3;4~8;4~8;1~3;1;1;0;0;1;0
3252;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;2h;Male;21;Single;0;Some college - no degree;Student;$12500 - $24999;less1;less1;4~8;4~8;less1;1;0;0;0;1;1
3253;Home;Alone;Sunny;80;6PM;Restaurant(<20);1d;Female;21;Unmarried partner;0;Bachelors degree;Community & Social Services;$62500 - $74999;less1;never;1~3;less1;never;1;0;0;1;0;1
3254;No Urgent Place;Alone;Sunny;80;2PM;Restaurant(<20);2h;Female;21;Single;0;Bachelors degree;Life Physical Social Science;$37500 - $49999;less1;never;less1;1~3;never;1;1;0;0;1;1
3255;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Female;31;Single;0;Bachelors degree;Unemployed;$100000 or More;never;4~8;gt8;4~8;less1;1;1;0;1;0;1
3256;Home;Alone;Sunny;80;6PM;Bar;2h;Female;50plus;Married partner;1;Some college - no degree;Arts Design Entertainment Sports & Media;$37500 - $49999;never;1~3;never;1~3;less1;1;0;0;1;0;0
3257;Home;Alone;Sunny;80;6PM;Coffee House;1d;Male;21;Single;0;High School Graduate;Student;$50000 - $62499;never;1~3;gt8;4~8;never;1;0;0;0;1;1
3258;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Male;26;Married partner;1;Bachelors degree;Computer & Mathematical;$100000 or More;1~3;gt8;4~8;gt8;1~3;1;0;0;1;0;1
3259;No Urgent Place;Friend(s);Snowy;30;10PM;Carry out & Take away;1d;Female;50plus;Married partner;1;Associates degree;Office & Administrative Support;$75000 - $87499;1~3;4~8;;4~8;4~8;1;1;0;0;1;1
3260;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Female;50plus;Married partner;1;Some college - no degree;Personal Care & Service;$87500 - $99999;never;gt8;less1;1~3;less1;1;0;0;0;1;1
3261;Home;Alone;Sunny;80;6PM;Carry out & Take away;2h;Female;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$75000 - $87499;gt8;less1;gt8;4~8;never;1;1;0;1;0;0
3262;No Urgent Place;Alone;Sunny;55;10AM;Coffee House;2h;Male;26;Single;0;Some college - no degree;Unemployed;$87500 - $99999;never;1~3;4~8;less1;never;1;0;0;0;1;1
3263;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;2h;Male;50plus;Unmarried partner;1;Some college - no degree;Installation Maintenance & Repair;$12500 - $24999;4~8;less1;1~3;1~3;less1;1;1;0;0;1;0
3264;Work;Alone;Snowy;30;7AM;Bar;1d;Male;26;Single;0;Bachelors degree;Sales & Related;$75000 - $87499;never;never;1~3;4~8;1~3;1;1;1;0;1;0
3265;No Urgent Place;Alone;Sunny;80;10AM;Bar;1d;Male;21;Single;0;Some college - no degree;Student;$100000 or More;less1;1~3;1~3;1~3;less1;1;0;0;0;1;1
3266;No Urgent Place;Friend(s);Sunny;80;10PM;Bar;1d;Female;26;Single;0;Bachelors degree;Office & Administrative Support;$12500 - $24999;less1;less1;less1;less1;less1;1;1;0;0;1;1
3267;Work;Alone;Sunny;80;7AM;Carry out & Take away;2h;Male;21;Single;0;Some college - no degree;Student;$100000 or More;less1;less1;1~3;less1;never;1;0;0;1;0;0
